xi,yi,zi,Syy,Vx,Vy,aid,step
23,24,9,-57.542221250000004,-0.0174781249999999,-0.17424412500000008,"[231304 310071 231301 231303 310068 310070 756941 310069 756940 231302
 759165 759164 231300 231299 637785 231298]",1
23,40,11,-65.9291,-4.49981,-2.07195,[613126],1
23,41,11,48.140366666666665,-0.7438433333333334,0.5943466666666667,[39917 39921 39919],1
23,47,11,72.53484999999999,-2.617645,-0.15056000000000003,[779349 779353],1
24,19,11,-45.1449,1.65353,-1.0053,[930819],1
24,20,11,46.9383,0.9109250000000001,-0.3807149999999999,[265205 864015],1
24,25,11,56.7055,2.60006,0.519947,[714589],1
24,43,11,-56.07845,1.92626,2.75137,[856692 856694],1
25,22,10,-51.596118125000004,-1.12550391875,-0.30276456250000006,"[309492 309487 713120 309399 713119 309488 309489 309491 713121 309490
 309480 713122 309493 309437 309479 309398]",1
25,23,11,84.2908,-1.72363775,1.03234175,[ 33144  33143 714576  33145],1
25,36,11,-46.9655,-6.83559,-3.14979,[226828],1
25,38,11,80.613,2.66005,5.43913,[20427],1
25,41,11,49.8999,2.2112,-0.262845,[280223 280222],1
25,53,11,85.3017,1.62042,-3.35344,[485051],1
25,60,11,-65.15039999999999,-3.0490649999999997,2.1153175,[737439 483836],1
26,23,11,53.392649999999996,2.0823045,-1.040777,[ 33142 911141],1
26,27,11,-83.1987,-4.23184,2.01245,[308182],1
26,33,11,-71.9599,-2.52273,0.593381,[935668],1
26,47,11,-58.83055999999999,0.04593825999999993,-0.45141007999999994,[579480 579479 579478 579483 579484],1
26,48,2,45.234329411764705,-1.3595702941176473,1.0465864705882353,"[111250 111248 901032 111247 579444 111249 579442 579445 901028 901031
 901033 901030 579443 901034 901029 579446 111251]",1
26,55,11,55.7436,-3.29146,0.9886155000000001,[232518   2494],1
27,9,11,-79.1057,0.698066,-1.32341,[939706],1
27,19,11,55.0043,-2.29783,0.20478200000000002,[666638 666637],1
27,25,11,-66.8288,1.84841,-3.46894,[929021],1
27,26,11,-48.0517,-2.297268,1.2974900000000003,[509641 929020],1
27,33,11,48.183588,0.9740360000000002,-1.0961801999999998,[935669 935672 935671 327689 327690],1
27,35,11,60.2743,-2.12111,-1.8705565,[368251 771773],1
27,40,3,46.31347858823529,-0.7791727647058824,0.37290241176470584,"[465753 987563 465752 987564 987566  12281 987560  12284 987567 987565
 987562  12283  12282 987559 275845 275847 987561]",1
27,47,11,96.3565,-1.58444,0.988073,[163668],1
27,49,11,62.0085,-1.01697,-3.15806,[950315],1
27,55,7,-49.96844235714286,0.5831928571428572,1.843344,"[274171 274170 274168 274167 274169 274173 274172 606296 606299 606295
 274174 606298 606300 606297]",1
28,6,0,82.08365,1.6934970000000003,1.0084005,[36195 36196],1
28,6,5,-83.68639999999999,3.480722915,1.81958,[127959 127958],1
28,6,6,51.250299999999996,2.3979895,-0.631185,[678167 678166],1
28,6,9,58.069649999999996,2.543215,1.3194005,[175620 128063],1
28,38,11,59.849549999999994,0.8704890000000001,1.94334,[20374 20373],1
28,54,11,-71.1054,1.68212,2.215,[439952],1
28,55,11,46.2092,-0.808185,-3.51119,[824809],1
29,4,2,90.686385,0.32433500000000004,-1.1270674999999999,[340303 340304 340302 440708],1
29,4,3,-64.68495,-1.836795,-3.896555,[919652 919654],1
29,4,9,-61.4786,3.85592,8.2243,[294802],1
29,7,11,-51.3599,-0.162254,-1.15019,[940154],1
29,20,11,-74.1546,-2.2397716500000002,-0.08993999999999991,[477367 477368],1
29,21,0,-46.86032076923077,0.016830923076923056,0.588586153846154,"[654168 654166 654170 654167 654169 654165 490123 490124 637188 637187
 511033 637190 637189]",1
29,39,11,72.434,4.79643,-1.61722,[587756],1
29,60,11,-45.47132,0.2903549999999999,-1.7932135,[20077 63137],1
30,2,0,-73.4098,0.441856,-3.67855,[273572],1
30,3,11,60.9373,-0.402014,1.62256,[420662],1
30,4,11,53.5881,1.872256975,1.023133,[200135 953694 200134 953695],1
30,5,11,60.296850000000006,1.6199205,0.5109012499999999,[955787 955783 955782 955781],1
30,33,11,-48.53975,-4.37693,-0.588123,[839623 839624],1
30,35,11,-58.7143,2.23935,0.573993,[480482],1
30,41,11,-51.8241,3.73425,-2.44413,[648333],1
30,51,11,-50.8379,-2.55256,-6.10658,[660124],1
30,56,11,105.418,0.3872,2.04038,[591293],1
31,0,1,-91.5344,0.253733,3.74392,[912685],1
31,6,11,94.9944,0.32700300000000004,2.842005,[954349 954348],1
31,8,7,60.58075307692308,0.5890357692307693,0.4325452307692308,"[407733 407735 407732 407734 407738 407731 819096 819099 819097 819098
 819101 819100 819102]",1
31,17,11,-66.3902,-1.65829,0.34689,[654076],1
31,31,11,-54.565,1.5669190000000002,2.6942000000000004,[703418 935704],1
31,34,11,-48.5453,-1.3985957,-0.2934278,[839618 839616 839617  10885 839615],1
31,37,11,60.7874,9.67317,0.194944,[782224],1
31,40,11,80.69800000000001,1.0995235,0.494526,[39853 39854],1
31,46,11,64.6248,-1.94281,7.54554,[416710],1
31,54,11,-125.174,6.48676,7.00518,[168225],1
32,10,11,52.6044,-2.29022,-1.294,[200691],1
32,11,11,-47.3058,3.74417,2.00006,[38489],1
32,17,11,-52.0714,1.76371,3.26877,[915768],1
32,23,11,-48.6979,4.13546,-1.91079,[706326],1
32,34,11,59.8123,1.1899566666666668,-2.6592466666666668,[226881 226879 226877],1
32,38,11,-52.1142,-1.54641,-2.7686,[39839],1
32,44,11,48.257949999999994,-1.1621875,1.9474025,[532030 532028 617141 532029],1
32,49,11,-59.621182,-1.836872,-2.0012134,[694215 213791 694213 213794 213790],1
32,58,11,-64.8328,-1.85889,3.9639,[280850],1
33,1,11,57.721599999999995,2.06829,-3.180255,[832082 832081],1
33,10,11,49.14255,-0.7691500000000001,-0.138994,[809830 809828],1
33,18,11,-60.83565,3.5532934999999997,1.52925,[ 33224 915835],1
33,28,11,-51.2057,-3.19332,2.28268,[328786],1
33,38,11,96.4343,-0.421325,5.64871,[39832],1
33,49,11,-61.3701,-2.429525,0.7562350000000002,[213795 214244],1
34,5,11,-75.6563,-2.631577,3.8068350000000004,[904731 904730],1
34,6,11,-60.7432,0.1521349999999999,1.786658,[939507 939650],1
34,9,11,-74.391,-3.89946,0.335298,[200673],1
34,17,11,93.06405,1.5348415000000002,0.862242,[ 58640 179332],1
34,27,11,-48.470400000000005,0.1351993333333333,0.2551046666666667,[746802 746803 746805],1
34,43,11,-52.257,-3.67765,-3.07148,[867857],1
34,47,2,-51.31368461538462,0.22349861538461535,1.1010186923076923,"[651468  60733  60729 651466  60731 651470  60732 651469 651467 651090
  60728 651472 651471]",1
34,48,11,-62.0821,2.26898,-4.11387,[694173],1
34,54,11,53.010266666666666,-2.4965766666666664,0.4305296666666667,[ 14254 345466 345467],1
35,13,11,-87.1606,0.45048999999999984,-0.3088455,[723078 723076],1
35,16,11,50.7615,0.420977,-3.78127,[610190],1
35,22,11,54.7331,2.41307,2.00903,[706352],1
35,33,11,-66.2457,6.17791,-3.47141,[389951],1
35,59,11,-58.3878,2.60175,3.06263,[192871],1
36,2,7,-55.664258,1.3419516666666667,-1.3244408666666667,"[420830 971972 420827 420832 971971 971969 971970 314264 314263 314267
 207184 314265 207182 314268 314266]",1
36,8,2,55.141864000000005,-0.029457333333333342,-0.22266326666666672,"[462479 462480 462478 462481 462482 462483 462794 462434 462435 462437
 462793 462436 462792 149935 149936]",1
36,11,11,130.952,-0.407856,-0.618858,[751043],1
36,36,11,-54.348710000000004,-2.684567,0.11860666666666653,[31758 31755 31756],1
36,48,11,68.94643333333333,0.9404506666666667,-0.11771100000000001,[785820 785822 785821],1
36,49,11,-55.1317,-0.426329,1.77476,[694616],1
37,12,11,49.8731,6.15167,0.0636275,[723092],1
37,19,11,-84.319,2.12127,-0.633312,[511097],1
37,34,11,48.0165,0.6004923333333334,1.9198786666666667,[943849 943848 943847],1
37,36,11,-55.78915000000001,2.64245,-2.116575,[174196 174200],1
37,44,11,94.1672,-3.28468,-3.4584,[363345],1
37,48,11,66.9607,-4.19682,1.76037,[914305],1
37,54,11,-50.897000000000006,-0.45311750000000006,1.3399905,[ 14238 136185 136186  14237],1
37,55,11,-59.5441,4.83343,-1.39438,[761260],1
37,59,11,47.799,1.31233,-1.26076,[63059],1
38,12,11,-52.2502,-2.36949,5.27603,[723032],1
38,46,11,-57.5618,-0.8995665000000002,3.9333,[603698 603700],1
38,49,11,76.5868,-4.07937,1.619,[694602],1
39,1,3,-55.500741818181815,-0.8550049090909091,0.048542181818181866,"[973438 439664 439667 973439 973437 972847 439665 439666 973436 973440
 972848]",1
39,7,11,48.69356666666667,2.35499,2.8547766666666665,[740942 740938 740940],1
39,10,11,89.4176,1.76668,1.4679,[201359],1
39,24,11,-49.7887,0.929718,-2.00242,[66088],1
39,28,11,71.6848,-4.07231,-0.891566,[557463],1
39,29,11,-84.3885,-1.06142,0.4953,[327779],1
39,51,11,109.893,2.0355,1.02036,[699111],1
40,1,11,-49.467556,1.0811948,1.1945972,[906516 953618 669981 953617 953613],1
40,9,11,-72.7038,-3.14209,3.85684,[692906],1
40,11,11,92.6291,-3.52614,1.364,[307229],1
40,13,8,-50.39335454545455,-1.6366572727272726,-0.9142460545454546,"[482027  17989 482029  17988 482026 482028 482025  17990 923881 482030
  17991]",1
40,20,9,-46.7419175,0.9343738333333332,-1.3502300666666667,"[706393  39488 700784 170365 700783 170363 170364 170366 706392 700785
 170362 925676]",1
40,27,11,-54.293,-1.546069,2.26593,[801087 801088],1
40,45,11,49.501149999999996,-0.30349499999999996,-0.25278,[ 72205 952039],1
40,55,11,60.5175,0.0534827,4.08474,[818226],1
40,58,11,-51.4724,1.38807,5.47963,[461918],1
41,2,7,55.01475,-0.6806835,0.24178650000000002,[571705 571704],1
41,3,11,-52.823275,0.1797400000000001,-0.43300999999999995,[504472 504474 940059 504475],1
41,14,11,57.35368333333333,-0.25551,0.5569566666666667,[610149 610143 610145],1
41,15,11,-51.8291,-0.222511,0.90119,[758900],1
41,25,11,-96.4571,0.920764,2.03422,[876722],1
41,31,11,-45.98666666666667,-3.351983333333333,-1.1054213333333334,[783463 783464 126486],1
41,38,11,47.14445,4.19134,-1.528202,[636504 636505],1
41,49,11,65.6102,0.170808,-2.16073,[56525],1
41,54,7,-46.312573333333326,1.1256135833333332,1.2685994500000002,"[645603 819998 377781 377782 645605 645607 645606 645602 645601 645604
 755304 755303]",1
41,55,11,64.34475,1.0300815,-2.8981820000000003,[475096 475097],1
41,60,11,-51.4365,5.09404,-2.13661,[225944],1
42,8,11,48.0833,-1.04432,0.0613809,[692312],1
42,27,11,59.2918,-2.29679,-2.06591,[683501],1
43,14,11,71.999608,-2.180272,1.6872596000000002,[758887 608951 608950 608949 608953],1
43,20,2,45.26437894736842,0.43371708421052635,0.0026548421052631278,"[430311 430310 430312 164162 164165 164164  76903 164163  76902 164166
  76905  76906  76904 164168 364333  76908  76907 164167 364332]",1
43,21,11,65.8547,-4.36476,5.58068,[66124],1
43,41,0,-47.92048411764706,-1.6199370588235293,-0.9228515882352941,"[868171 868168 868173 868172 868169 721041 721038 868174 721034 721039
 721035 721040 721036 721033 868170 721032 721037]",1
43,53,11,-57.1687,-2.4946099999999998,1.084195,[619525 818658],1
44,1,7,-49.31963745,-0.252638985,0.5211317500000001,"[571729 571730 571728  62224 911029 911030 571732 571731 571734 186136
 186138 911028 911024 911025 911027 186135 186139 911026 911023 186137]",1
44,17,11,76.8604,5.6756,-5.62961,[185335],1
44,19,7,49.59307846153846,0.06198238461538463,0.4350423076923077,"[929169 929165 929171 929164 929170 700603 700604 700600 700602 263678
 700599 700605 700601]",1
44,21,11,-66.6242,2.93254,-2.57326,[510568],1
44,50,11,68.0568,-2.41231,3.21521,[704927],1
45,0,11,-48.94395,-0.941268,0.05205749999999999,[690153 690154],1
45,7,11,-115.45,1.70143,0.901864,[201312],1
45,11,9,-46.935414375,0.6212731250000001,-0.6540247499999999,"[391127 391128 391129 115963 115970 115966 115965 115969 115968 303166
 303165 115967 303164 115964 303168 303167]",1
45,14,11,-68.9844,-5.00247,-1.19475,[427874],1
45,17,11,51.076666666666675,-0.381619,-0.5653969999999999,[266826 266824 266827],1
45,18,11,50.3077,2.907657,0.80567,[605475 605474],1
45,38,6,47.26259466666667,0.5041960666666666,-0.6706496666666666,"[745038 282994 745036 282993 282992 116555 282995 116556 116557 745040
 282990 745035 282991 282989 745037]",1
45,41,11,81.08333333333333,-0.8549199999999999,-0.08342266666666671,[344107 344108 344106],1
45,45,11,-49.713,-3.16979,1.76893,[694093],1
45,50,7,52.653787,0.7202835000000001,-0.04425710000000001,[928368 928367 928369   1367   1372   1366   1368   1370   1369   1371],1
45,53,2,48.043682,-0.5742651666666667,0.7365785246666667,"[790166 790172 790171 790234 790168 790169 790167 423690 790170 423687
 423688 423694 423691 423689 423692]",1
45,58,11,57.4731,2.55862,2.82655,[931227],1
46,2,11,54.283,-3.2348999999999997,-2.05849,[407863 407864],1
46,9,11,-65.407,-0.609301,-0.134977,[222348],1
46,12,2,49.911966666666665,-1.9533283333333331,-0.012973999999999992,[884853 884854 884851 884856 448213 448212 884852 884855 884850],1
46,18,11,-69.3679,4.63621,-1.12546,[158466],1
46,19,11,48.3286,-0.863831,-4.22115,[158473],1
46,20,11,45.86128,-1.3931993999999999,1.0638079999999999,[902856 902855 902857 902854 902858],1
46,34,11,-51.083866666666665,0.49519899999999994,2.77418,[155712 155714 155713],1
46,42,11,88.876,0.0440125,-1.03133,[744037],1
46,46,11,77.6613,-0.320677,-0.789841,[659097],1
46,47,11,48.1248,2.90039,-3.56175,[659095],1
47,6,11,68.69030000000001,2.113915,2.1899100000000002,[516779 516780],1
47,21,11,49.9382,-1.35149,1.15668,[110386],1
47,28,11,-52.71383333333333,1.9024666666666665,-0.8101866666666667,[832947 832946 832945],1
47,36,11,-58.92435,-1.5841899999999998,-0.9306105,[253691 858014],1
47,38,3,57.746187272727276,0.042522181818181876,-0.06749036363636367,"[ 42793 441905  42792  42794 442475 442474  42795  42799  42798  42797
  42796]",1
47,38,11,84.00925,-0.7662200000000001,-1.3644265,[616615 616616],1
48,4,11,57.61315,-0.19233999999999996,-2.46372,[457651 740807],1
48,7,11,-81.0114,-0.498574,6.95876,[87863],1
48,17,11,-50.2251,4.43175,1.98943,[77136],1
48,36,11,-61.1318,0.5057449999999999,0.9127135000000001,[858021 858015],1
48,37,11,-134.4135,-2.217761,-3.8774675000000003,[616605 616606],1
48,38,11,81.7192,-0.238309,2.62777,[616476],1
48,44,11,-67.1151,7.8713,2.00063,[13198],1
48,52,11,57.4531,1.16768,-6.07435,[258414],1
49,10,11,-76.2323,0.9259845,1.0169819999999998,[923723 923720],1
49,12,11,50.083549999999995,1.3885105000000002,-3.92285,[309706 758843],1
49,19,9,45.37255636363636,-0.13745156363636354,-0.5761770909090909,"[263830 263827 263826 509812 263825 509813 963025 963024 263831 263829
 263828]",1
49,23,11,-46.7255,0.498031,-2.76547,[367181],1
49,25,6,-55.70728384615385,0.8363302307692307,-0.3002293846153847,"[275183 333902 333906 275181 275180 275178 275179 275182 333904 333907
 607642 333905 333903]",1
49,39,11,91.5192,1.8499,1.71842,[66993],1
49,40,9,45.345127500000004,0.04393849999999999,1.0656234375,"[763400 763420 763335 763416   1913 763417 763333 763332 763419 763331
 763414 763418 763411 763334 763415   1914]",1
49,48,11,-69.36415,-2.133765,2.90272,[918296 928024],1
49,58,6,-49.65134446666666,-0.6134177333333334,-0.9882596666666666,"[115644 409387 409386 724776 548230 724773 724774 724775 724772 548225
 548231 548229 548226 548227 548228]",1
50,44,11,54.1468,6.50488,-5.20243,[131158],1
50,48,11,52.9028,-2.02351,3.55403,[308789],1
50,54,11,-65.32625,-1.537687,-3.1351735,[5009 5010],1
51,8,11,-67.8785,4.3917,-6.22617,[140780],1
51,10,11,-65.11019999999999,2.108962,-1.908267,[309812 922903],1
51,11,11,90.4647,-2.41529,-0.834638,[923786],1
51,14,11,47.601,2.87668,-0.654751,[511218],1
51,24,11,-70.623,-4.695930000000001,-1.1669995,[855976 855977],1
51,34,11,-54.9304,0.71942,5.8788,[187477],1
51,44,11,-54.80533,-1.5970835,1.9409720000000001,[131190 659148],1
51,51,11,66.6815,3.43015,-2.87998,[645173],1
52,9,11,45.56701666666666,0.11667599999999985,-0.38403800000000005,[271825 271824 923581],1
52,34,11,68.5283,-0.308679,2.37488,[187471],1
52,36,11,45.4936,2.47298,0.8239831,[617871 617872],1
52,50,11,55.0641,0.182488,5.34897,[645164],1
52,56,11,54.9703,-1.27745,1.62766,[545339],1
53,24,11,-46.2598,1.04986195,0.4070155,[592983 133079 592987 592988],1
53,36,11,-47.0993,-3.51588,-1.9872,[617869],1
53,38,11,45.69395,1.766,3.83605,[948877 948876],1
53,39,0,-51.581738125,1.8157491875,-0.5544740874999999,"[498237 498231  72466 464365 498235 498233 498234 464367 498232  72465
  72467 498230 464364 464366 498236 464368]",1
53,40,11,-48.6376,-1.64323,0.344665,[72106 72105],1
53,44,11,48.9583,1.07495,-2.12458,[707767],1
53,57,11,45.4334,2.78077,-2.45907,[726227],1
53,58,9,-51.8742875,1.7219535000000001,-1.920659625,[602509 602514 602508 602510 602513 602511 471731 602512],1
54,6,11,-89.05653333333333,-1.7040766666666667,-1.2884313333333335,[166092 166087 197690],1
54,18,11,-46.1747,2.423352,-0.45598400000000006,[458178 458174 458177 458176 458175],1
54,22,11,-103.802,3.37366,-0.438624,[406600],1
54,26,4,-46.51875625,-0.30793043125,-0.7793799374999999,"[251731 131873 131872 563787 131871 131870 563789 563786 251729 251733
 251728 563792 563788 251732 563790 251727]",1
54,45,11,-45.112899999999996,3.8601900000000002,2.128365,[699940 699939],1
54,46,11,-52.0382,6.3488,2.7516,[812126],1
55,9,11,47.4951,-6.43852,5.63909,[271876],1
55,14,11,-51.3822,-1.57252,7.18121,[436151],1
55,18,5,-51.414737714285714,0.5465210285714285,-0.7972539071428572,"[903036 296456 296459 688468 296693 296571 296454 296575 296577 296576
 296574 296572 242421 296573]",1
55,18,11,64.91159999999999,1.635255,0.4433999999999998,[ 65187 739292],1
55,20,11,109.538,-1.50443,-1.4035,[806296],1
55,31,11,110.286,-1.34913,4.48665,[155599],1
56,4,11,-77.9471,1.07528,5.77515,[76004],1
56,14,4,-46.182518615384616,1.0586239076923076,0.3193751461538462,"[ 67371 415788 288395 415787 288398 288399 263569 415786  67372 288396
 288394 288397 288393]",1
56,17,11,65.7506,-2.57805,-3.17008,[964030],1
56,41,11,-47.2705,-0.598597,2.35136,[131108],1
57,9,11,-49.360524999999996,-0.3131147500000001,-0.11007750000000005,[947280 947281 947275 947274],1
57,24,11,-78.3355,0.10398633333333344,4.098076666666667,[ 13447  13446 802088],1
57,38,3,45.355313076923075,0.7865723846153846,-0.4208112307692308,"[785642 785641 885515 785638 885520 885516 885518 785640 785636 785639
 785643 785637 785635]",1
57,41,10,-54.51398846153846,0.46741138461538456,-0.6559947692307694,"[131242 355439 355438 355435 355436 355437 355575 355577 355578 355440
 355576 131101 285268]",1
57,44,11,-47.66875,-1.8339675000000002,3.5474305,[431354 431355],1
57,55,11,-55.3277,3.20127,7.36343,[727118],1
57,57,11,-54.53885,-0.674904,2.0970565,[474917 474916],1
58,1,11,49.4363,0.709338,1.23284,[847960],1
58,26,11,-45.8881,4.65685,-1.04707,[375980],1
58,27,11,49.606967499999996,3.2463525000000004,-2.114381225,[375981 845207 375982 845209],1
58,32,11,-52.3969,-4.882804999999999,1.329446,[187426    244],1
58,33,11,-103.7136,-1.512769,-0.306179,[240 241],1
58,52,11,81.71465,2.42985,-0.315023,[545573  63552],1
58,55,11,-64.4749,-1.92832,0.767068,[826233],1
58,56,11,56.123266666666666,0.3297266666666667,-0.3812143333333333,[726194 726195 169657],1
59,7,9,-45.945405,1.013155,0.24777193333333322,"[923449 923530 923450 923526 923524 923525 923528 923527 923529 923531
 770346 770347 923412 923414 923413 283912 923411 923415]",1
59,25,11,102.594,2.85887,-2.27837,[320707],1
59,26,3,49.095586600000004,0.6526979249999999,-0.57290284,"[974586 974584 301698 889423 301695 974583 301697 301696 889422 301699
 889420 301701 301700 889419 889421 889424 974581 889425 974582 420546]",1
59,27,11,-46.7058,3.81321,2.62982,[845199],1
59,30,11,76.4088,0.565197,0.750603,[494333],1
59,32,11,-51.5872,-2.05141,8.35286,[245],1
59,44,4,-45.47368294117647,0.3176675294117645,0.4008827411764705,"[246762 823292 823291 246760 246761 823295 823296 215861 215858 823297
 823294 823293 823298 823299 215860 215859 823290]",1
59,52,11,55.4753,-6.89819,-4.69834,[4937],1
59,57,11,55.891,1.5925949999999998,1.0822399999999999,[475004 475005],1
60,15,11,47.60315,-1.7084855,3.0331124999999997,[510421 510420],1
60,25,11,73.3762,3.68267,-0.819594,[320706],1
60,28,8,-50.37023818181819,-2.0543707272727274,1.3858170909090908,"[ 50263  50265 240360  50264  50262  50261  50267 847668  50266  50268
 240365]",1
60,31,11,-55.3925,1.10508,-1.8228,[198535],1
